RegionID,RegionName,StateName,SizeRank,Date,Monthly_Payment_20Down
395113,"Spokane, WA",WA,100,2012-01-31,771.3801442331801
395075,"Scranton, PA",PA,101,2012-01-31,789.4507259305249
394460,"Chattanooga, TN",TN,102,2012-01-31,827.0180475719944
394871,"Modesto, CA",CA,103,2012-01-31,748.2606128736576
394768,"Lancaster, PA",PA,104,2012-01-31,1080.1307155031882
394997,"Portland, ME",ME,105,2012-01-31,1308.2262445457145
395245,"Youngstown, OH",OH,106,2012-01-31,523.6742009756629
394770,"Lansing, MI",MI,107,2012-01-31,645.3061507342891
394590,"Fayetteville, AR",AR,108,2012-01-31,742.0645068930145
394589,"Fayetteville, NC",NC,109,2012-01-31,821.5144732210292
394792,"Lexington, KY",KY,110,2012-01-31,853.9784552616297
394971,"Pensacola, FL",FL,111,2012-01-31,786.1139584204439
395068,"Santa Rosa, CA",CA,112,2012-01-31,25094.082927421303
395019,"Reno, NV",NV,113,2012-01-31,882.7734302040608
394698,"Huntsville, AL",AL,114,2012-01-31,630.9344771507733
394995,"Port St. Lucie, FL",FL,115,2012-01-31,778.6954996858337
394761,"Lafayette, LA",LA,116,2012-01-31,873.687035157021
394898,"Myrtle Beach, SC",SC,117,2012-01-31,797.4233328954111
395116,"Springfield, MO",MO,118,2012-01-31,623.9642093591599
395195,"Visalia, CA",CA,119,2012-01-31,690.7605820139227
394746,"Killeen, TX",TX,120,2012-01-31,890.8597556941722
394338,"Asheville, NC",NC,121,2012-01-31,968.0264298636932
395244,"York, PA",PA,122,2012-01-31,1462.2455942778183
395183,"Vallejo, CA",CA,123,2012-01-31,1046.3161622425623
753917,"Santa Maria, CA",CA,124,2012-01-31,1836.5302274741057
395050,"Salinas, CA",CA,125,2012-01-31,1582.9834801930783
395048,"Salem, OR",OR,126,2012-01-31,1025.601737518905
394870,"Mobile, AL",AL,127,2012-01-31,889.3979128137796
395015,"Reading, PA",PA,128,2012-01-31,787.6985100349847
394502,"Corpus Christi, TX",TX,129,2012-01-31,830.0587621086111
394421,"Brownsville, TX",TX,130,2012-01-31,754.6027808736478
394820,"Manchester, NH",NH,131,2012-01-31,1432.192794517152
394612,"Fort Wayne, IN",IN,132,2012-01-31,586.5923581528552
394658,"Gulfport, MS",MS,133,2012-01-31,689.6026106323086
395051,"Salisbury, MD",DE,134,2012-01-31,1088.1419082301843
394596,"Flint, MI",MI,135,2012-01-31,278.4571112232391
394972,"Peoria, IL",IL,136,2012-01-31,746.6034423718297
394439,"Canton, OH",OH,137,2012-01-31,567.9932665086435
395070,"Savannah, GA",GA,138,2012-01-31,900.5596254043825
394327,"Anchorage, AK",AK,139,2012-01-31,1426.9667897129302
394372,"Beaumont, TX",TX,140,2012-01-31,779.1902054018551
395096,"Shreveport, LA",LA,141,2012-01-31,808.9654298357466
395164,"Trenton, NJ",NJ,142,2012-01-31,1676.4633593449196
394875,"Montgomery, AL",AL,143,2012-01-31,673.9696688637453
394520,"Davenport, IA",IL,144,2012-01-31,786.9180464720716
395146,"Tallahassee, FL",FL,145,2012-01-31,1125.6399688917163
394576,"Eugene, OR",OR,146,2012-01-31,1078.571814229385
394901,"Naples, FL",FL,147,2012-01-31,1326.8703663408264
394332,"Ann Arbor, MI",MI,148,2012-01-31,1165.6288286323586
394927,"Ocala, FL",FL,149,2012-01-31,606.6421467809646
394679,"Hickory, NC",NC,150,2012-01-31,592.805583514148
394697,"Huntington, WV",OH,151,2012-01-31,534.0368285457996
394602,"Fort Collins, CO",CO,152,2012-01-31,1204.2713725274398
395033,"Rockford, IL",IL,153,2012-01-31,703.9311760046421
394796,"Lincoln, NE",NE,154,2012-01-31,936.0962048786724
394622,"Gainesville, FL",FL,155,2012-01-31,908.0685442625038
394405,"Boulder, CO",CO,156,2012-01-31,1548.476079541046
394646,"Green Bay, WI",WI,157,2012-01-31,880.4185923207981
394488,"Columbus, GA",GA,158,2012-01-31,708.7375030171224
395107,"South Bend, IN",IN,159,2012-01-31,575.0276317231629
395109,"Spartanburg, SC",SC,160,2012-01-31,894.9013753163487
394645,"Greeley, CO",CO,161,2012-01-31,881.6307068467922
394808,"Lubbock, TX",TX,162,2012-01-31,652.7407561895584
394471,"Clarksville, TN",TN,163,2012-01-31,851.645487759804
395028,"Roanoke, VA",VA,164,2012-01-31,863.7998462235304
394579,"Evansville, IN",IN,165,2012-01-31,617.1636790412211
394747,"Kingsport, TN",TN,167,2012-01-31,637.5781181900694
394741,"Kennewick, WA",WA,168,2012-01-31,1070.7834757790154
395179,"Utica, NY",NY,169,2012-01-31,777.3352828401091
394660,"Hagerstown, MD",MD,170,2012-01-31,829.8917708694707
394543,"Duluth, MN",MN,171,2012-01-31,759.8450859757238
394937,"Olympia, WA",WA,172,2012-01-31,1176.7404240850549
394803,"Longview, TX",TX,173,2012-01-31,646.8335762698141
395229,"Wilmington, NC",NC,174,2012-01-31,1018.1323546852489
395061,"San Luis Obispo, CA",CA,175,2012-01-31,1769.3149490962471
753875,"Crestview, FL",FL,176,2012-01-31,1130.3115890225386
394851,"Merced, CA",CA,177,2012-01-31,679.051557474255
395197,"Waco, TX",TX,178,2012-01-31,738.5534092568511
394447,"Cedar Rapids, IA",IA,179,2012-01-31,869.3678069367137
394348,"Atlantic City, NJ",NJ,180,2012-01-31,1299.8298104394646
394412,"Bremerton, WA",WA,181,2012-01-31,1357.3372021637565
395103,"Sioux Falls, SD",SD,182,2012-01-31,930.889599457372
395065,"Santa Cruz, CA",CA,183,2012-01-31,2297.2255370814373
394572,"Erie, PA",PA,184,2012-01-31,597.6797175883612
394924,"Norwich, CT",CT,185,2012-01-31,1412.135021219352
394323,"Amarillo, TX",TX,186,2012-01-31,803.8257463584465
394772,"Laredo, TX",TX,187,2012-01-31,776.3834327368968
395171,"Tuscaloosa, AL",AL,188,2012-01-31,665.7677640172888
394483,"College Station, TX",TX,189,2012-01-31,1007.875009139349
394732,"Kalamazoo, MI",MI,190,2012-01-31,586.282325825921
394811,"Lynchburg, VA",VA,191,2012-01-31,774.9733532287702
394455,"Charleston, WV",WV,192,2012-01-31,564.6806991683197
395240,"Yakima, WA",WA,193,2012-01-31,835.4396406568914
394585,"Fargo, ND",ND,194,2012-01-31,1110.0265478187068
394387,"Binghamton, NY",NY,195,2012-01-31,787.7070350587893
394609,"Fort Smith, AR",AR,196,2012-01-31,648.3236366810329
394334,"Appleton, WI",WI,197,2012-01-31,1003.0674405777384
395161,"Topeka, KS",KS,199,2012-01-31,710.1605411277022
394813,"Macon, GA",GA,200,2012-01-31,572.8531635886754
395174,"Tyler, TX",TX,201,2012-01-31,818.13337636287
394361,"Barnstable Town, MA",MA,202,2012-01-31,1806.7079122131145
394519,"Daphne, AL",AL,203,2012-01-31,914.2903116977878
394378,"Bellingham, WA",WA,205,2012-01-31,1335.2669438044525
394429,"Burlington, VT",VT,206,2012-01-31,1487.7887480675286
395030,"Rochester, MN",MN,207,2012-01-31,894.1883778259487
753895,"Lafayette, IN",IN,208,2012-01-31,650.4579278415214
394454,"Champaign, IL",IL,209,2012-01-31,975.2816922977696
394848,"Medford, OR",OR,210,2012-01-31,1061.1049498377888
394459,"Charlottesville, VA",VA,212,2012-01-31,1343.0631759136486
394763,"Lake Charles, LA",LA,213,2012-01-31,
394773,"Las Cruces, NM",NM,214,2012-01-31,874.0597119001686
394464,"Chico, CA",CA,215,2012-01-31,998.9229636254576
394681,"Hilton Head Island, SC",SC,216,2012-01-31,1179.996094468267
394346,"Athens, GA",GA,217,2012-01-31,923.5736197067667
394765,"Lake Havasu City, AZ",AZ,218,2012-01-31,693.4245718283253
394485,"Columbia, MO",MO,219,2012-01-31,881.4806846964361
395114,"Springfield, IL",IL,220,2012-01-31,843.8494438469453
394691,"Houma, LA",LA,221,2012-01-31,907.1385618088392
394872,"Monroe, LA",LA,222,2012-01-31,607.1805669361883
394565,"Elkhart, IN",IN,223,2012-01-31,597.9416917604655
394726,"Johnson City, TN",TN,224,2012-01-31,655.934421523164
395247,"Yuma, AZ",AZ,225,2012-01-31,640.188847045378
394623,"Gainesville, GA",GA,226,2012-01-31,715.3297843098477
394716,"Jacksonville, NC",NC,227,2012-01-31,914.8780674670144
394597,"Florence, SC",SC,228,2012-01-31,577.7157895935749
395118,"St. Cloud, MN",MN,230,2012-01-31,840.645906708289
395011,"Racine, WI",WI,231,2012-01-31,863.9417446585044
394380,"Bend, OR",OR,232,2012-01-31,1096.4020064781898
395047,"Saginaw, MI",MI,233,2012-01-31,474.4066102041592
395202,"Warner Robins, GA",GA,234,2012-01-31,727.7170710551084
395151,"Terre Haute, IN",IN,235,2012-01-31,473.1254898770208
395009,"Punta Gorda, FL",FL,237,2012-01-31,706.5594199424476
394386,"Billings, MT",MT,239,2012-01-31,1027.1516986117404
395018,"Redding, CA",CA,240,2012-01-31,939.378809012862
394748,"Kingston, NY",NY,241,2012-01-31,1409.6259034945142
394960,"Panama City, FL",FL,242,2012-01-31,887.8127283112918
394729,"Joplin, MO",MO,243,2012-01-31,473.1481767708814
394539,"Dover, DE",DE,244,2012-01-31,889.9983621646493
394559,"El Centro, CA",CA,245,2012-01-31,710.4140496670691
394712,"Jackson, TN",TN,246,2012-01-31,584.2114766116416
395246,"Yuba City, CA",CA,247,2012-01-31,11765.600203340977
394406,"Bowling Green, KY",KY,248,2012-01-31,590.2298620573933
395119,"St. George, UT",UT,249,2012-01-31,862.8669477988662
394896,"Muskegon, MI",MI,250,2012-01-31,518.7350619954836
394299,"Abilene, TX",TX,251,2012-01-31,675.42172905134
394707,"Iowa City, IA",IA,252,2012-01-31,1048.2799939477588
394351,"Auburn, AL",AL,253,2012-01-31,815.9658978302798
394860,"Midland, TX",TX,254,2012-01-31,1009.7850229998952
753869,"Bloomington, IL",IL,255,2012-01-31,1067.9564810721934
394671,"Hattiesburg, MS",MS,255,2012-01-31,667.6833519766236
394944,"Oshkosh, WI",WI,257,2012-01-31,921.9418039664912
394555,"Eau Claire, WI",WI,258,2012-01-31,876.0048282594782
394651,"Greenville, NC",NC,259,2012-01-31,735.3307754069338
394428,"Burlington, NC",NC,260,2012-01-31,
395210,"Waterloo, IA",IA,261,2012-01-31,759.0552884615336
394480,"Coeur d'Alene, ID",ID,262,2012-01-31,758.2627490126409
394553,"East Stroudsburg, PA",PA,263,2012-01-31,1100.8840288813012
395007,"Pueblo, CO",CO,264,2012-01-31,675.2711920689472
394392,"Blacksburg, VA",VA,265,2012-01-31,841.2609120225073
395215,"Wausau, WI",WI,266,2012-01-31,832.3329681799919
394731,"Kahului, HI",HI,267,2012-01-31,2052.499844421323
394720,"Janesville, WI",WI,268,2012-01-31,809.8495470313317
394393,"Bloomington, IN",IN,270,2012-01-31,751.7621884660934
394930,"Odessa, TX",TX,271,2012-01-31,745.672851809452
394710,"Jackson, MI",MI,272,2012-01-31,404.4834248616768
395125,"State College, PA",PA,273,2012-01-31,965.789281831329
395079,"Sebastian, FL",FL,274,2012-01-31,804.9471322718061
394814,"Madera, CA",CA,275,2012-01-31,769.3275793623777
394523,"Decatur, AL",AL,276,2012-01-31,492.0035291329525
394453,"Chambersburg, PA",PA,277,2012-01-31,777.5707461825068
395193,"Vineland, NJ",NJ,278,2012-01-31,1048.9708097617854
394703,"Idaho Falls, ID",ID,279,2012-01-31,2753.193524998078
394639,"Grand Junction, CO",CO,280,2012-01-31,935.4113601531892
394563,"Elizabethtown, KY",KY,281,2012-01-31,683.0643880056303
394917,"Niles, MI",MI,282,2012-01-31,658.3985027477264
394873,"Monroe, MI",MI,283,2012-01-31,715.7466560001133
395066,"Santa Fe, NM",NM,284,2012-01-31,1368.7128992228088
394314,"Alexandria, LA",LA,286,2012-01-31,649.9117585147332
395163,"Traverse City, MI",MI,287,2012-01-31,704.8762292057287
394359,"Bangor, ME",ME,288,2012-01-31,837.1553796427795
394685,"Homosassa Springs, FL",FL,289,2012-01-31,624.9605729672257
394662,"Hanford, CA",CA,290,2012-01-31,842.7817014119121
394723,"Jefferson City, MO",MO,291,2012-01-31,710.5723986168454
394598,"Florence, AL",AL,292,2012-01-31,560.9738800723743
394537,"Dothan, AL",AL,293,2012-01-31,599.8284585299374
394306,"Albany, GA",GA,295,2012-01-31,575.3937858152494
395102,"Sioux City, IA",IA,297,2012-01-31,648.6877823941477
395223,"Wichita Falls, TX",TX,298,2012-01-31,681.1368195970433
395152,"Texarkana, TX",TX,299,2012-01-31,639.9566883859543
395182,"Valdosta, GA",GA,300,2012-01-31,696.9471924280131
394800,"Logan, UT",UT,301,2012-01-31,2139.829028449539
394595,"Flagstaff, AZ",AZ,302,2012-01-31,1102.4660546578057
395036,"Rocky Mount, NC",NC,303,2012-01-31,547.0414428344919
394515,"Dalton, GA",GA,305,2012-01-31,531.1521568111036
394783,"Lebanon, PA",PA,306,2012-01-31,765.2985111563733
394880,"Morristown, TN",TN,307,2012-01-31,645.3875003160227
395232,"Winchester, VA",VA,308,2012-01-31,934.0544333057146
395221,"Wheeling, WV",OH,309,2012-01-31,470.948808958423
394879,"Morgantown, WV",WV,310,2012-01-31,693.1348915950869
394756,"La Crosse, WI",WI,311,2012-01-31,1033.7443086106207
394900,"Napa, CA",CA,312,2012-01-31,1928.269616144136
395013,"Rapid City, SD",SD,313,2012-01-31,779.6366668785979
395139,"Sumter, SC",SC,314,2012-01-31,657.7525102284368
395117,"Springfield, OH",OH,316,2012-01-31,510.5313842947579
394668,"Harrisonburg, VA",VA,317,2012-01-31,949.6430816182066
394368,"Battle Creek, MI",MI,318,2012-01-31,527.0474726376953
395094,"Sherman, TX",TX,319,2012-01-31,741.0519604578924
394821,"Manhattan, KS",KS,320,2012-01-31,910.2356615540524
394442,"Carbondale, IL",IL,321,2012-01-31,689.2083018497783
394727,"Johnstown, PA",PA,322,2012-01-31,478.8703384683067
394728,"Jonesboro, AR",AR,323,2012-01-31,655.456995308389
394390,"Bismarck, ND",ND,324,2012-01-31,1091.264655822319
394661,"Hammond, LA",LA,325,2012-01-31,821.1218109817565
394983,"Pittsfield, MA",MA,326,2012-01-31,1172.5451960287676
394890,"Mount Vernon, WA",WA,327,2012-01-31,1241.0561253634642
395153,"The Villages, FL",FL,329,2012-01-31,1118.460388784151
394307,"Albany, OR",OR,330,2012-01-31,705.0001512942522
394633,"Glens Falls, NY",NY,331,2012-01-31,1046.604686577777
394780,"Lawton, OK",OK,332,2012-01-31,699.7452432868358
394474,"Cleveland, TN",TN,334,2012-01-31,703.8374710858924
395098,"Sierra Vista, AZ",AZ,335,2012-01-31,968.5805741391868
394325,"Ames, IA",IA,336,2012-01-31,864.8322943032026
394824,"Mansfield, OH",OH,337,2012-01-31,455.30193032943976
395128,"Staunton, VA",VA,338,2012-01-31,811.8376781436439
394321,"Altoona, PA",PA,340,2012-01-31,520.7792100938996
394905,"New Bern, NC",NC,341,2012-01-31,771.5092284140497
394588,"Farmington, NM",NM,342,2012-01-31,810.2413741252433
395120,"St. Joseph, MO",MO,343,2012-01-31,637.6215419455208
395054,"San Angelo, TX",TX,344,2012-01-31,
395218,"Wenatchee, WA",WA,345,2012-01-31,1133.0157693513916
394949,"Owensboro, KY",KY,346,2012-01-31,551.1451652649126
394778,"Lawrence, KS",KS,349,2012-01-31,1006.881592354042
394635,"Goldsboro, NC",NC,350,2012-01-31,561.7589356504498
395213,"Watertown, NY",NY,351,2012-01-31,866.0028128998118
395089,"Sheboygan, WI",WI,352,2012-01-31,886.4838838235808
395217,"Weirton, WV",OH,353,2012-01-31,341.7245730652679
394867,"Missoula, MT",MT,354,2012-01-31,1176.953774266424
394407,"Bozeman, MT",MT,356,2012-01-31,1262.544625979892
394333,"Anniston, AL",AL,357,2012-01-31,548.704402672469
394374,"Beckley, WV",WV,358,2012-01-31,406.4599751290648
395225,"Williamsport, PA",PA,359,2012-01-31,838.2988657908631
394423,"Brunswick, GA",GA,360,2012-01-31,801.6091127868289
753872,"California, MD",MD,361,2012-01-31,1477.5779525134426
395173,"Twin Falls, ID",ID,361,2012-01-31,711.330866017774
394893,"Muncie, IN",IN,364,2012-01-31,441.9598647587729
394857,"Michigan City, IN",IN,365,2012-01-31,660.4063959223313
394788,"Lewiston, ME",ME,367,2012-01-31,869.0204339445362
394804,"Longview, WA",WA,368,2012-01-31,920.3497462055764
394734,"Kankakee, IL",IL,370,2012-01-31,716.4955084416644
394709,"Ithaca, NY",NY,376,2012-01-31,1098.5848381374358
394637,"Grand Forks, ND",MN,377,2012-01-31,
394524,"Decatur, IL",IL,378,2012-01-31,570.1016802237282
394369,"Bay City, MI",MI,380,2012-01-31,594.3320052951976
394599,"Fond du Lac, WI",WI,381,2012-01-31,900.1780701508121
394630,"Gettysburg, PA",PA,382,2012-01-31,846.2770245517329
394620,"Gadsden, AL",AL,383,2012-01-31,477.33666101950473
394823,"Mankato, MN",MN,386,2012-01-31,771.2675488174848
394794,"Lima, OH",OH,387,2012-01-31,579.8051200261343
395080,"Sebring, FL",FL,390,2012-01-31,528.1825669497024
394462,"Cheyenne, WY",WY,391,2012-01-31,1099.696611136104
394689,"Hot Springs, AR",AR,392,2012-01-31,636.214133130433
394542,"Dubuque, IA",IA,396,2012-01-31,929.233632672824
753912,"Pinehurst, NC",NC,398,2012-01-31,1041.1718637989386
394953,"Paducah, KY",KY,399,2012-01-31,489.7145994849112
395190,"Victoria, TX",TX,400,2012-01-31,
395038,"Rome, GA",GA,401,2012-01-31,435.2004753549234
394441,"Cape Girardeau, MO",MO,405,2012-01-31,725.2811858568912
394580,"Fairbanks, AK",AK,407,2012-01-31,1301.1952812233656
394513,"Cumberland, MD",MD,409,2012-01-31,560.1461608245205
394928,"Ocean City, NJ",NJ,410,2012-01-31,2053.5120841115317
394505,"Corvallis, OR",OR,411,2012-01-31,1460.0993829217127
394988,"Pocatello, ID",ID,412,2012-01-31,746.1765530981957
394964,"Parkersburg, WV",WV,419,2012-01-31,526.7407323395437
394980,"Pine Bluff, AR",AR,421,2012-01-31,390.029795190326
394641,"Grants Pass, OR",OR,422,2012-01-31,880.8036688289224
394568,"Elmira, NY",NY,432,2012-01-31,710.1381413314807
394644,"Great Falls, MT",MT,433,2012-01-31,832.2416814344933
394859,"Midland, MI",MI,437,2012-01-31,579.0629989822942
394755,"Kokomo, IN",IN,438,2012-01-31,434.8235453454696
394395,"Bloomsburg, PA",PA,439,2012-01-31,843.2839835080038
394675,"Helena, MT",MT,441,2012-01-31,1026.71471360852
394489,"Columbus, IN",IN,445,2012-01-31,734.8555910651212
394682,"Hinesville, GA",GA,449,2012-01-31,830.6153135958316
394445,"Casper, WY",WY,454,2012-01-31,890.0415077372736
394866,"Minot, ND",ND,458,2012-01-31,955.1627004771198
394638,"Grand Island, NE",NE,462,2012-01-31,783.1509179259746
395062,"Sandusky, OH",OH,469,2012-01-31,708.2278845118117
394516,"Danville, IL",IL,472,2012-01-31,291.1222596088372
394787,"Lewiston, ID",ID,518,2012-01-31,893.4862692242684
394570,"Enid, OK",OK,523,2012-01-31,511.64663017229066
395199,"Walla Walla, WA",WA,525,2012-01-31,992.5043760863576
394444,"Carson City, NV",NV,551,2012-01-31,799.2044551918775
394551,"Eagle Pass, TX",TX,552,2012-01-31,675.8520248484526
394913,"New York, NY",NY,1,2012-02-29,2439.8719936847565
753899,"Los Angeles, CA",CA,2,2012-02-29,1929.3790034944889
394463,"Chicago, IL",IL,3,2012-02-29,1198.0010170772523
394514,"Dallas, TX",TX,4,2012-02-29,970.3025920633664
394692,"Houston, TX",TX,5,2012-02-29,1128.983293591591
395209,"Washington, DC",VA,6,2012-02-29,1639.222463317392
394974,"Philadelphia, PA",PA,7,2012-02-29,1234.984019633048
394856,"Miami, FL",FL,8,2012-02-29,979.5969437157376
394347,"Atlanta, GA",GA,9,2012-02-29,732.237533431413
394404,"Boston, MA",MA,10,2012-02-29,1855.885279247031
394976,"Phoenix, AZ",AZ,11,2012-02-29,730.4137719870004
395057,"San Francisco, CA",CA,12,2012-02-29,2322.682600653617
395025,"Riverside, CA",CA,13,2012-02-29,1042.8595196724864
394532,"Detroit, MI",MI,14,2012-02-29,619.678862871376
395078,"Seattle, WA",WA,15,2012-02-29,1475.8595566503895
394865,"Minneapolis, MN",MN,16,2012-02-29,1055.61840304613
395056,"San Diego, CA",CA,17,2012-02-29,1898.026180343972
395148,"Tampa, FL",FL,18,2012-02-29,760.871732711046
394530,"Denver, CO",CO,19,2012-02-29,1168.0354320797785
394358,"Baltimore, MD",MD,20,2012-02-29,1331.1989118813865
395121,"St. Louis, MO",MO,21,2012-02-29,935.1000244675496
394943,"Orlando, FL",FL,22,2012-02-29,774.0721754242072
394458,"Charlotte, NC",NC,23,2012-02-29,776.9179280495948
395055,"San Antonio, TX",TX,24,2012-02-29,673.8485156259613
394998,"Portland, OR",OR,25,2012-02-29,1276.3930534790334
395045,"Sacramento, CA",CA,26,2012-02-29,1138.7101340417737
394982,"Pittsburgh, PA",PA,27,2012-02-29,763.2493495329195
394466,"Cincinnati, OH",OH,28,2012-02-29,862.4687847358707
394355,"Austin, TX",TX,29,2012-02-29,1023.1748029136388
394775,"Las Vegas, NV",NV,30,2012-02-29,692.4182085587756
394735,"Kansas City, MO",MO,31,2012-02-29,862.5190405139942
394492,"Columbus, OH",OH,32,2012-02-29,843.4130411510403
394705,"Indianapolis, IN",IN,34,2012-02-29,702.7650956614793
394475,"Cleveland, OH",OH,35,2012-02-29,784.7258069834902
395059,"San Jose, CA",CA,36,2012-02-29,2558.210788942725
