RegionID,RegionName,StateName,SizeRank,Date,Median_Income
394816,"Madison, WI",WI,88,2012-01-31,52891.00069270377
395235,"Winston, NC",NC,89,2012-01-31,28621.35299272699
394528,"Deltona, FL",FL,90,2012-01-31,28381.37765518246
395143,"Syracuse, NY",NY,91,2012-01-31,36234.65711848417
395006,"Provo, UT",UT,92,2012-01-31,38583.0611069743
395160,"Toledo, OH",OH,93,2012-01-31,24539.78749541363
395224,"Wichita, KS",KS,94,2012-01-31,27798.0984246672
394549,"Durham, NC",NC,95,2012-01-31,39408.54978793026
394352,"Augusta, GA",GA,96,2012-01-31,27655.7854403326
394957,"Palm Bay, FL",FL,97,2012-01-31,28736.202150532336
394711,"Jackson, MS",MS,98,2012-01-31,25560.00846038658
394666,"Harrisburg, PA",PA,99,2012-01-31,39019.7967182705
395113,"Spokane, WA",WA,100,2012-01-31,30855.205769327204
395075,"Scranton, PA",PA,101,2012-01-31,31578.029037221
394460,"Chattanooga, TN",TN,102,2012-01-31,33080.72190287978
394871,"Modesto, CA",CA,103,2012-01-31,29930.424514946302
394768,"Lancaster, PA",PA,104,2012-01-31,43205.22862012753
394997,"Portland, ME",ME,105,2012-01-31,52329.04978182857
395245,"Youngstown, OH",OH,106,2012-01-31,20946.96803902652
394770,"Lansing, MI",MI,107,2012-01-31,25812.246029371563
394590,"Fayetteville, AR",AR,108,2012-01-31,29682.580275720586
394589,"Fayetteville, NC",NC,109,2012-01-31,32860.57892884117
394792,"Lexington, KY",KY,110,2012-01-31,34159.13821046519
394971,"Pensacola, FL",FL,111,2012-01-31,31444.558336817758
395068,"Santa Rosa, CA",CA,112,2012-01-31,1003763.317096852
395019,"Reno, NV",NV,113,2012-01-31,35310.93720816243
394698,"Huntsville, AL",AL,114,2012-01-31,25237.37908603093
394995,"Port St. Lucie, FL",FL,115,2012-01-31,31147.819987433348
394761,"Lafayette, LA",LA,116,2012-01-31,34947.481406280844
394898,"Myrtle Beach, SC",SC,117,2012-01-31,31896.933315816448
395116,"Springfield, MO",MO,118,2012-01-31,24958.5683743664
395195,"Visalia, CA",CA,119,2012-01-31,27630.42328055691
394746,"Killeen, TX",TX,120,2012-01-31,35634.39022776689
394338,"Asheville, NC",NC,121,2012-01-31,38721.057194547735
395244,"York, PA",PA,122,2012-01-31,58489.82377111274
395183,"Vallejo, CA",CA,123,2012-01-31,41852.64648970249
753917,"Santa Maria, CA",CA,124,2012-01-31,73461.20909896423
395050,"Salinas, CA",CA,125,2012-01-31,63319.33920772313
395048,"Salem, OR",OR,126,2012-01-31,41024.06950075621
394870,"Mobile, AL",AL,127,2012-01-31,35575.916512551186
395015,"Reading, PA",PA,128,2012-01-31,31507.940401399388
394502,"Corpus Christi, TX",TX,129,2012-01-31,33202.350484344446
394421,"Brownsville, TX",TX,130,2012-01-31,30184.11123494591
394820,"Manchester, NH",NH,131,2012-01-31,57287.71178068608
394612,"Fort Wayne, IN",IN,132,2012-01-31,23463.69432611421
394658,"Gulfport, MS",MS,133,2012-01-31,27584.104425292346
395051,"Salisbury, MD",DE,134,2012-01-31,43525.67632920738
394596,"Flint, MI",MI,135,2012-01-31,11138.284448929566
394972,"Peoria, IL",IL,136,2012-01-31,29864.13769487319
394439,"Canton, OH",OH,137,2012-01-31,22719.73066034574
395070,"Savannah, GA",GA,138,2012-01-31,36022.3850161753
394327,"Anchorage, AK",AK,139,2012-01-31,57078.67158851721
394372,"Beaumont, TX",TX,140,2012-01-31,31167.608216074204
395096,"Shreveport, LA",LA,141,2012-01-31,32358.61719342987
395164,"Trenton, NJ",NJ,142,2012-01-31,67058.53437379678
394875,"Montgomery, AL",AL,143,2012-01-31,26958.78675454981
394520,"Davenport, IA",IL,144,2012-01-31,31476.721858882865
395146,"Tallahassee, FL",FL,145,2012-01-31,45025.59875566865
394576,"Eugene, OR",OR,146,2012-01-31,43142.8725691754
394901,"Naples, FL",FL,147,2012-01-31,53074.81465363306
394332,"Ann Arbor, MI",MI,148,2012-01-31,46625.153145294345
394927,"Ocala, FL",FL,149,2012-01-31,24265.685871238584
394679,"Hickory, NC",NC,150,2012-01-31,23712.22334056592
394697,"Huntington, WV",OH,151,2012-01-31,21361.473141831983
394602,"Fort Collins, CO",CO,152,2012-01-31,48170.85490109759
395033,"Rockford, IL",IL,153,2012-01-31,28157.247040185684
394796,"Lincoln, NE",NE,154,2012-01-31,37443.84819514689
394622,"Gainesville, FL",FL,155,2012-01-31,36322.74177050016
394405,"Boulder, CO",CO,156,2012-01-31,61939.04318164184
394646,"Green Bay, WI",WI,157,2012-01-31,35216.74369283193
394488,"Columbus, GA",GA,158,2012-01-31,28349.500120684897
395107,"South Bend, IN",IN,159,2012-01-31,23001.10526892652
395109,"Spartanburg, SC",SC,160,2012-01-31,35796.05501265395
394645,"Greeley, CO",CO,161,2012-01-31,35265.22827387169
394808,"Lubbock, TX",TX,162,2012-01-31,26109.630247582336
394471,"Clarksville, TN",TN,163,2012-01-31,34065.81951039217
395028,"Roanoke, VA",VA,164,2012-01-31,34551.993848941216
394579,"Evansville, IN",IN,165,2012-01-31,24686.547161648847
394747,"Kingsport, TN",TN,167,2012-01-31,25503.12472760278
394741,"Kennewick, WA",WA,168,2012-01-31,42831.33903116062
395179,"Utica, NY",NY,169,2012-01-31,31093.411313604363
394660,"Hagerstown, MD",MD,170,2012-01-31,33195.67083477883
394543,"Duluth, MN",MN,171,2012-01-31,30393.80343902895
394937,"Olympia, WA",WA,172,2012-01-31,47069.616963402186
394803,"Longview, TX",TX,173,2012-01-31,25873.34305079257
395229,"Wilmington, NC",NC,174,2012-01-31,40725.29418740996
395061,"San Luis Obispo, CA",CA,175,2012-01-31,70772.5979638499
753875,"Crestview, FL",FL,176,2012-01-31,45212.463560901546
394851,"Merced, CA",CA,177,2012-01-31,27162.0622989702
395197,"Waco, TX",TX,178,2012-01-31,29542.136370274045
394447,"Cedar Rapids, IA",IA,179,2012-01-31,34774.71227746855
394348,"Atlantic City, NJ",NJ,180,2012-01-31,51993.19241757859
394412,"Bremerton, WA",WA,181,2012-01-31,54293.48808655026
395103,"Sioux Falls, SD",SD,182,2012-01-31,37235.58397829488
395065,"Santa Cruz, CA",CA,183,2012-01-31,91889.0214832575
394572,"Erie, PA",PA,184,2012-01-31,23907.188703534448
394924,"Norwich, CT",CT,185,2012-01-31,56485.40084877408
394323,"Amarillo, TX",TX,186,2012-01-31,32153.029854337863
394772,"Laredo, TX",TX,187,2012-01-31,31055.33730947587
395171,"Tuscaloosa, AL",AL,188,2012-01-31,26630.71056069155
394483,"College Station, TX",TX,189,2012-01-31,40315.00036557397
394732,"Kalamazoo, MI",MI,190,2012-01-31,23451.293033036844
394811,"Lynchburg, VA",VA,191,2012-01-31,30998.93412915081
394455,"Charleston, WV",WV,192,2012-01-31,22587.22796673279
395240,"Yakima, WA",WA,193,2012-01-31,33417.58562627566
394585,"Fargo, ND",ND,194,2012-01-31,44401.06191274828
394387,"Binghamton, NY",NY,195,2012-01-31,31508.28140235157
394609,"Fort Smith, AR",AR,196,2012-01-31,25932.94546724132
394334,"Appleton, WI",WI,197,2012-01-31,40122.69762310954
395161,"Topeka, KS",KS,199,2012-01-31,28406.42164510809
394813,"Macon, GA",GA,200,2012-01-31,22914.12654354702
395174,"Tyler, TX",TX,201,2012-01-31,32725.3350545148
394361,"Barnstable Town, MA",MA,202,2012-01-31,72268.31648852458
394519,"Daphne, AL",AL,203,2012-01-31,36571.61246791152
394378,"Bellingham, WA",WA,205,2012-01-31,53410.6777521781
394429,"Burlington, VT",VT,206,2012-01-31,59511.54992270114
395030,"Rochester, MN",MN,207,2012-01-31,35767.53511303795
753895,"Lafayette, IN",IN,208,2012-01-31,26018.317113660854
394454,"Champaign, IL",IL,209,2012-01-31,39011.26769191078
394848,"Medford, OR",OR,210,2012-01-31,42444.19799351155
394459,"Charlottesville, VA",VA,212,2012-01-31,53722.52703654594
394763,"Lake Charles, LA",LA,213,2012-01-31,
394773,"Las Cruces, NM",NM,214,2012-01-31,34962.388476006745
394464,"Chico, CA",CA,215,2012-01-31,39956.91854501831
394681,"Hilton Head Island, SC",SC,216,2012-01-31,47199.84377873068
394346,"Athens, GA",GA,217,2012-01-31,36942.94478827067
394765,"Lake Havasu City, AZ",AZ,218,2012-01-31,27736.98287313301
394485,"Columbia, MO",MO,219,2012-01-31,35259.22738785745
395114,"Springfield, IL",IL,220,2012-01-31,33753.977753877814
394691,"Houma, LA",LA,221,2012-01-31,36285.542472353576
394872,"Monroe, LA",LA,222,2012-01-31,24287.22267744753
394565,"Elkhart, IN",IN,223,2012-01-31,23917.66767041862
394726,"Johnson City, TN",TN,224,2012-01-31,26237.37686092656
395247,"Yuma, AZ",AZ,225,2012-01-31,25607.55388181512
394623,"Gainesville, GA",GA,226,2012-01-31,28613.19137239391
394716,"Jacksonville, NC",NC,227,2012-01-31,36595.122698680585
394597,"Florence, SC",SC,228,2012-01-31,23108.631583743
395118,"St. Cloud, MN",MN,230,2012-01-31,33625.836268331564
395011,"Racine, WI",WI,231,2012-01-31,34557.66978634018
394380,"Bend, OR",OR,232,2012-01-31,43856.08025912759
395047,"Saginaw, MI",MI,233,2012-01-31,18976.264408166368
395202,"Warner Robins, GA",GA,234,2012-01-31,29108.68284220434
395151,"Terre Haute, IN",IN,235,2012-01-31,18925.01959508083
395009,"Punta Gorda, FL",FL,237,2012-01-31,28262.376797697903
394386,"Billings, MT",MT,239,2012-01-31,41086.067944469614
395018,"Redding, CA",CA,240,2012-01-31,37575.15236051449
394748,"Kingston, NY",NY,241,2012-01-31,56385.03613978057
394960,"Panama City, FL",FL,242,2012-01-31,35512.50913245168
394729,"Joplin, MO",MO,243,2012-01-31,18925.927070835256
394539,"Dover, DE",DE,244,2012-01-31,35599.934486585975
394559,"El Centro, CA",CA,245,2012-01-31,28416.56198668277
394712,"Jackson, TN",TN,246,2012-01-31,23368.459064465667
395246,"Yuba City, CA",CA,247,2012-01-31,470624.008133639
394406,"Bowling Green, KY",KY,248,2012-01-31,23609.19448229573
395119,"St. George, UT",UT,249,2012-01-31,34514.677911954655
394896,"Muskegon, MI",MI,250,2012-01-31,20749.402479819342
394299,"Abilene, TX",TX,251,2012-01-31,27016.8691620536
394707,"Iowa City, IA",IA,252,2012-01-31,41931.19975791036
394351,"Auburn, AL",AL,253,2012-01-31,32638.6359132112
394860,"Midland, TX",TX,254,2012-01-31,40391.40091999581
753869,"Bloomington, IL",IL,255,2012-01-31,42718.25924288774
394671,"Hattiesburg, MS",MS,255,2012-01-31,26707.334079064945
394944,"Oshkosh, WI",WI,257,2012-01-31,36877.67215865965
394555,"Eau Claire, WI",WI,258,2012-01-31,35040.193130379135
394651,"Greenville, NC",NC,259,2012-01-31,29413.23101627735
394428,"Burlington, NC",NC,260,2012-01-31,
395210,"Waterloo, IA",IA,261,2012-01-31,30362.211538461343
394480,"Coeur d'Alene, ID",ID,262,2012-01-31,30330.50996050564
394553,"East Stroudsburg, PA",PA,263,2012-01-31,44035.36115525205
395007,"Pueblo, CO",CO,264,2012-01-31,27010.84768275789
394392,"Blacksburg, VA",VA,265,2012-01-31,33650.436480900295
395215,"Wausau, WI",WI,266,2012-01-31,33293.31872719968
394731,"Kahului, HI",HI,267,2012-01-31,82099.99377685292
394720,"Janesville, WI",WI,268,2012-01-31,32393.981881253265
394393,"Bloomington, IN",IN,270,2012-01-31,30070.487538643734
394930,"Odessa, TX",TX,271,2012-01-31,29826.914072378084
394710,"Jackson, MI",MI,272,2012-01-31,16179.336994467074
395125,"State College, PA",PA,273,2012-01-31,38631.57127325317
395079,"Sebastian, FL",FL,274,2012-01-31,32197.885290872244
394814,"Madera, CA",CA,275,2012-01-31,30773.103174495107
394523,"Decatur, AL",AL,276,2012-01-31,19680.141165318106
394453,"Chambersburg, PA",PA,277,2012-01-31,31102.829847300272
395193,"Vineland, NJ",NJ,278,2012-01-31,41958.83239047142
394703,"Idaho Falls, ID",ID,279,2012-01-31,110127.74099992312
394639,"Grand Junction, CO",CO,280,2012-01-31,37416.45440612757
394563,"Elizabethtown, KY",KY,281,2012-01-31,27322.57552022521
394917,"Niles, MI",MI,282,2012-01-31,26335.940109909057
394873,"Monroe, MI",MI,283,2012-01-31,28629.866240004536
395066,"Santa Fe, NM",NM,284,2012-01-31,54748.515968912354
394314,"Alexandria, LA",LA,286,2012-01-31,25996.470340589327
395163,"Traverse City, MI",MI,287,2012-01-31,28195.04916822915
394359,"Bangor, ME",ME,288,2012-01-31,33486.21518571118
394685,"Homosassa Springs, FL",FL,289,2012-01-31,24998.42291868903
394662,"Hanford, CA",CA,290,2012-01-31,33711.26805647649
394723,"Jefferson City, MO",MO,291,2012-01-31,28422.89594467381
394598,"Florence, AL",AL,292,2012-01-31,22438.955202894973
394537,"Dothan, AL",AL,293,2012-01-31,23993.138341197497
394306,"Albany, GA",GA,295,2012-01-31,23015.751432609977
395102,"Sioux City, IA",IA,297,2012-01-31,25947.511295765908
395223,"Wichita Falls, TX",TX,298,2012-01-31,27245.47278388173
395152,"Texarkana, TX",TX,299,2012-01-31,25598.26753543817
395182,"Valdosta, GA",GA,300,2012-01-31,27877.88769712052
394800,"Logan, UT",UT,301,2012-01-31,85593.16113798156
394595,"Flagstaff, AZ",AZ,302,2012-01-31,44098.64218631223
395036,"Rocky Mount, NC",NC,303,2012-01-31,21881.65771337968
394515,"Dalton, GA",GA,305,2012-01-31,21246.086272444147
394783,"Lebanon, PA",PA,306,2012-01-31,30611.940446254936
394880,"Morristown, TN",TN,307,2012-01-31,25815.50001264091
395232,"Winchester, VA",VA,308,2012-01-31,37362.17733222859
395221,"Wheeling, WV",OH,309,2012-01-31,18837.952358336923
394879,"Morgantown, WV",WV,310,2012-01-31,27725.39566380348
394756,"La Crosse, WI",WI,311,2012-01-31,41349.77234442483
394900,"Napa, CA",CA,312,2012-01-31,77130.78464576544
395013,"Rapid City, SD",SD,313,2012-01-31,31185.46667514392
395139,"Sumter, SC",SC,314,2012-01-31,26310.100409137474
395117,"Springfield, OH",OH,316,2012-01-31,20421.25537179032
394668,"Harrisonburg, VA",VA,317,2012-01-31,37985.723264728265
394368,"Battle Creek, MI",MI,318,2012-01-31,21081.898905507813
395094,"Sherman, TX",TX,319,2012-01-31,29642.0784183157
394821,"Manhattan, KS",KS,320,2012-01-31,36409.4264621621
394442,"Carbondale, IL",IL,321,2012-01-31,27568.33207399113
394727,"Johnstown, PA",PA,322,2012-01-31,19154.81353873227
394728,"Jonesboro, AR",AR,323,2012-01-31,26218.27981233556
394390,"Bismarck, ND",ND,324,2012-01-31,43650.58623289276
394661,"Hammond, LA",LA,325,2012-01-31,32844.872439270264
394983,"Pittsfield, MA",MA,326,2012-01-31,46901.80784115071
394890,"Mount Vernon, WA",WA,327,2012-01-31,49642.24501453857
395153,"The Villages, FL",FL,329,2012-01-31,44738.415551366044
394307,"Albany, OR",OR,330,2012-01-31,28200.006051770088
394633,"Glens Falls, NY",NY,331,2012-01-31,41864.1874631111
394780,"Lawton, OK",OK,332,2012-01-31,27989.809731473437
394474,"Cleveland, TN",TN,334,2012-01-31,28153.498843435696
395098,"Sierra Vista, AZ",AZ,335,2012-01-31,38743.22296556748
394325,"Ames, IA",IA,336,2012-01-31,34593.291772128105
394824,"Mansfield, OH",OH,337,2012-01-31,18212.077213177592
395128,"Staunton, VA",VA,338,2012-01-31,32473.50712574576
394321,"Altoona, PA",PA,340,2012-01-31,20831.168403755983
394905,"New Bern, NC",NC,341,2012-01-31,30860.369136561992
394588,"Farmington, NM",NM,342,2012-01-31,32409.654965009737
395120,"St. Joseph, MO",MO,343,2012-01-31,25504.861677820834
395054,"San Angelo, TX",TX,344,2012-01-31,
395218,"Wenatchee, WA",WA,345,2012-01-31,45320.63077405567
394949,"Owensboro, KY",KY,346,2012-01-31,22045.806610596508
394778,"Lawrence, KS",KS,349,2012-01-31,40275.26369416169
394635,"Goldsboro, NC",NC,350,2012-01-31,22470.357426017992
395213,"Watertown, NY",NY,351,2012-01-31,34640.11251599247
395089,"Sheboygan, WI",WI,352,2012-01-31,35459.35535294323
395217,"Weirton, WV",OH,353,2012-01-31,13668.982922610716
394867,"Missoula, MT",MT,354,2012-01-31,47078.15097065696
394407,"Bozeman, MT",MT,356,2012-01-31,50501.78503919568
394333,"Anniston, AL",AL,357,2012-01-31,21948.17610689876
394374,"Beckley, WV",WV,358,2012-01-31,16258.399005162591
395225,"Williamsport, PA",PA,359,2012-01-31,33531.95463163453
394423,"Brunswick, GA",GA,360,2012-01-31,32064.364511473155
753872,"California, MD",MD,361,2012-01-31,59103.11810053772
395173,"Twin Falls, ID",ID,361,2012-01-31,28453.23464071096
394893,"Muncie, IN",IN,364,2012-01-31,17678.394590350916
394857,"Michigan City, IN",IN,365,2012-01-31,26416.25583689325
394788,"Lewiston, ME",ME,367,2012-01-31,34760.817357781445
394804,"Longview, WA",WA,368,2012-01-31,36813.98984822306
394734,"Kankakee, IL",IL,370,2012-01-31,28659.820337666577
394709,"Ithaca, NY",NY,376,2012-01-31,43943.39352549744
394637,"Grand Forks, ND",MN,377,2012-01-31,
394524,"Decatur, IL",IL,378,2012-01-31,22804.067208949127
394369,"Bay City, MI",MI,380,2012-01-31,23773.280211807905
394599,"Fond du Lac, WI",WI,381,2012-01-31,36007.12280603249
394630,"Gettysburg, PA",PA,382,2012-01-31,33851.08098206932
394620,"Gadsden, AL",AL,383,2012-01-31,19093.46644078019
394823,"Mankato, MN",MN,386,2012-01-31,30850.7019526994
394794,"Lima, OH",OH,387,2012-01-31,23192.204801045373
395080,"Sebring, FL",FL,390,2012-01-31,21127.302677988097
394462,"Cheyenne, WY",WY,391,2012-01-31,43987.86444544416
394689,"Hot Springs, AR",AR,392,2012-01-31,25448.56532521732
394542,"Dubuque, IA",IA,396,2012-01-31,37169.34530691297
753912,"Pinehurst, NC",NC,398,2012-01-31,41646.874551957546
394953,"Paducah, KY",KY,399,2012-01-31,19588.58397939645
395190,"Victoria, TX",TX,400,2012-01-31,
395038,"Rome, GA",GA,401,2012-01-31,17408.01901419694
394441,"Cape Girardeau, MO",MO,405,2012-01-31,29011.247434275647
394580,"Fairbanks, AK",AK,407,2012-01-31,52047.811248934624
394513,"Cumberland, MD",MD,409,2012-01-31,22405.846432980823
394928,"Ocean City, NJ",NJ,410,2012-01-31,82140.48336446125
394505,"Corvallis, OR",OR,411,2012-01-31,58403.975316868506
394988,"Pocatello, ID",ID,412,2012-01-31,29847.062123927823
394964,"Parkersburg, WV",WV,419,2012-01-31,21069.629293581747
394980,"Pine Bluff, AR",AR,421,2012-01-31,15601.19180761304
394641,"Grants Pass, OR",OR,422,2012-01-31,35232.1467531569
394568,"Elmira, NY",NY,432,2012-01-31,28405.52565325923
394644,"Great Falls, MT",MT,433,2012-01-31,33289.66725737973
394859,"Midland, MI",MI,437,2012-01-31,23162.519959291767
394755,"Kokomo, IN",IN,438,2012-01-31,17392.941813818787
394395,"Bloomsburg, PA",PA,439,2012-01-31,33731.35934032015
394675,"Helena, MT",MT,441,2012-01-31,41068.5885443408
394489,"Columbus, IN",IN,445,2012-01-31,29394.223642604848
394682,"Hinesville, GA",GA,449,2012-01-31,33224.61254383327
394445,"Casper, WY",WY,454,2012-01-31,35601.660309490944
394866,"Minot, ND",ND,458,2012-01-31,38206.50801908479
394638,"Grand Island, NE",NE,462,2012-01-31,31326.036717038984
395062,"Sandusky, OH",OH,469,2012-01-31,28329.115380472467
394516,"Danville, IL",IL,472,2012-01-31,11644.89038435349
394787,"Lewiston, ID",ID,518,2012-01-31,35739.45076897074
394570,"Enid, OK",OK,523,2012-01-31,20465.865206891627
395199,"Walla Walla, WA",WA,525,2012-01-31,39700.17504345431
394444,"Carson City, NV",NV,551,2012-01-31,31968.1782076751
394551,"Eagle Pass, TX",TX,552,2012-01-31,27034.080993938107
394913,"New York, NY",NY,1,2012-02-29,97594.87974739028
753899,"Los Angeles, CA",CA,2,2012-02-29,77175.16013977955
394463,"Chicago, IL",IL,3,2012-02-29,47920.040683090105
394514,"Dallas, TX",TX,4,2012-02-29,38812.10368253465
394692,"Houston, TX",TX,5,2012-02-29,45159.33174366364
395209,"Washington, DC",VA,6,2012-02-29,65568.89853269568
394974,"Philadelphia, PA",PA,7,2012-02-29,49399.36078532193
394856,"Miami, FL",FL,8,2012-02-29,39183.87774862951
394347,"Atlanta, GA",GA,9,2012-02-29,29289.501337256523
394404,"Boston, MA",MA,10,2012-02-29,74235.41116988123
394976,"Phoenix, AZ",AZ,11,2012-02-29,29216.55087948001
395057,"San Francisco, CA",CA,12,2012-02-29,92907.30402614467
395025,"Riverside, CA",CA,13,2012-02-29,41714.380786899455
394532,"Detroit, MI",MI,14,2012-02-29,24787.154514855043
395078,"Seattle, WA",WA,15,2012-02-29,59034.38226601558
394865,"Minneapolis, MN",MN,16,2012-02-29,42224.7361218452
395056,"San Diego, CA",CA,17,2012-02-29,75921.04721375888
395148,"Tampa, FL",FL,18,2012-02-29,30434.86930844184
394530,"Denver, CO",CO,19,2012-02-29,46721.417283191135
394358,"Baltimore, MD",MD,20,2012-02-29,53247.956475255465
395121,"St. Louis, MO",MO,21,2012-02-29,37404.00097870198
394943,"Orlando, FL",FL,22,2012-02-29,30962.88701696829
394458,"Charlotte, NC",NC,23,2012-02-29,31076.7171219838
395055,"San Antonio, TX",TX,24,2012-02-29,26953.940625038456
394998,"Portland, OR",OR,25,2012-02-29,51055.722139161335
395045,"Sacramento, CA",CA,26,2012-02-29,45548.40536167095
394982,"Pittsburgh, PA",PA,27,2012-02-29,30529.97398131678
394466,"Cincinnati, OH",OH,28,2012-02-29,34498.75138943483
394355,"Austin, TX",TX,29,2012-02-29,40926.99211654555
394775,"Las Vegas, NV",NV,30,2012-02-29,27696.72834235103
394735,"Kansas City, MO",MO,31,2012-02-29,34500.76162055977
394492,"Columbus, OH",OH,32,2012-02-29,33736.52164604161
394705,"Indianapolis, IN",IN,34,2012-02-29,28110.603826459173
394475,"Cleveland, OH",OH,35,2012-02-29,31389.032279339608
395059,"San Jose, CA",CA,36,2012-02-29,102328.431557709
394902,"Nashville, TN",TN,37,2012-02-29,36496.4799067155
395194,"Virginia Beach, VA",VA,38,2012-02-29,46308.46174180349
